"PPTAVG_BASIN","PPTMAX_BASIN","PPTMIN_BASIN","WD_BASIN","WDMAX_BASIN","WDMIN_BASIN","PRECIP_SEAS_IND","PRECIP_SEAS_IND_CLS","JAN_PPT7100_CM","FEB_PPT7100_CM","MAR_PPT7100_CM","APR_PPT7100_CM","MAY_PPT7100_CM","JUN_PPT7100_CM","JUL_PPT7100_CM","AUG_PPT7100_CM","SEP_PPT7100_CM","OCT_PPT7100_CM","NOV_PPT7100_CM","DEC_PPT7100_CM"
4.98518449298588,24.8278079555783,0.129682732414711,242.857142857143,26.4166666666667,12.5833333333333,0.76320467756053,4,0.376424444538684,1.07977620717585,2.37347289367624,4.83933631155257,6.83897303660563,11.0470270758269,10.6686700145128,9.43960612743019,7.16786154526569,4.30884687785662,1.11521829454345,0.357463348819969
4.98518449298588,24.8278079555783,0.129682732414711,242.857142857143,26.4166666666667,12.5833333333333,0.76320467756053,4,0.376424444538684,1.07977620717585,2.37347289367624,4.83933631155257,6.83897303660563,11.0470270758269,10.6686700145128,9.43960612743019,7.16786154526569,4.30884687785662,1.11521829454345,0.357463348819969
5.58195123785192,26.5062914810174,0.184801630813144,250.190476190476,26.9166666666667,13.8333333333333,0.762899787449728,4,0.380311048679045,1.13657862396511,2.69938801697344,5.59029539995823,7.88441698163419,12.3505366570361,11.8043604755617,10.5849455768678,8.14059339610601,4.67309796949812,1.15095384584146,0.35237041135545
6.69132614458649,44.6899695319461,0.0237988279306708,173.253968253968,22.0833333333333,6.91666666666667,0.847280074615597,5,0.243425578401247,0.970363454739245,2.32924369357717,5.40333149817479,10.5247576991605,15.8891276640201,15.9347785206853,12.5755154616565,8.46570155015621,5.94971039550626,1.37901704044203,0.265196920785128
4.57397963517481,23.8203353623165,0.100462861783617,240.222222222222,26.3333333333333,12.25,0.764528128961463,4,0.366267093108237,1.01918815784196,2.14774090671839,4.28992383218798,6.18483503066583,10.1036846819866,9.84709505610297,8.72354596140354,6.50396844283637,4.07151270042323,1.08026371384862,0.353612363776697
8.26700405933496,45.6025692538224,0.142884537180694,231.444444444444,25.25,12.25,0.792179900471311,5,0.489422699092842,1.03054366722049,3.13248602817848,7.64998992189468,11.4004231050403,19.1738348782008,19.7105100778914,14.0622018478523,12.4751553928914,7.68695228000022,1.71392551926554,0.29387231091896
8.07429714468345,44.483743085938,0.108371035734462,207.190476190476,24,10.4166666666667,0.869460831120393,5,0.319342659994802,0.584246236413423,2.04497592138199,7.31327101058389,13.199613532414,21.4923365728775,20.1400989046059,13.6000044137624,11.2618581019574,5.625656728799,0.714632144687129,0.205755046719585
4.59312903202563,23.8889346788243,0.103977138582587,240.746031746032,26.4166666666667,12.25,0.763058984669916,4,0.370987294901294,1.03215040030399,2.16857133717995,4.33340875935991,6.21370879356758,10.1601353443627,9.88763944715853,8.71552570421341,6.52097954426278,4.0776019934886,1.08587050581414,0.355785958276905
6.84729659735086,37.2519717567093,0.138404060922519,211.857142857143,24,11.4166666666667,0.770267663202901,4,0.363451319292966,1.11401342046806,3.29787042252575,8.27119692175476,12.6185002606369,14.8766624998372,12.661639588576,12.2097607979478,9.49968158478413,5.35798638807716,1.28649022748284,0.313565970108879
7.59995607994742,42.3016871045383,0.092707702640048,221.904761904762,25.1666666666667,12.0833333333333,0.769963696187658,4,0.466757281950581,1.20233426242326,3.64604894795741,7.66517373043146,11.0469102847324,16.9325452053674,16.928346728005,13.0680913780544,11.3167043991709,6.72999655565585,1.55451491163476,0.303373187430387
6.84973220562319,37.1667601595612,0.140109144297626,211.857142857143,24,11.4166666666667,0.769690544475448,4,0.365011049363355,1.11637331607742,3.30614327624123,8.24312390924956,12.5792441752921,14.8970596600091,12.6901294290164,12.2071502740224,9.52348975502553,5.36942650542549,1.29023357064369,0.312981951961854
